             Vardas                           Pavarde                     Galutinis (Vid.)         
           Vardas1609                       Pavarde1609                         3.99               
           Vardas1610                       Pavarde1610                         1.77               
           Vardas1611                       Pavarde1611                         4.41               
           Vardas1614                       Pavarde1614                         4.32               
           Vardas1616                       Pavarde1616                         4.72               
           Vardas1617                       Pavarde1617                         2.95               
           Vardas1619                       Pavarde1619                         2.46               
           Vardas1622                       Pavarde1622                         4.51               
           Vardas1629                       Pavarde1629                         3.94               
           Vardas1632                       Pavarde1632                         4.81               
           Vardas1635                       Pavarde1635                         2.92               
           Vardas1636                       Pavarde1636                         2.58               
           Vardas1637                       Pavarde1637                         0.88               
           Vardas1639                       Pavarde1639                         1.42               
           Vardas1640                       Pavarde1640                         3.35               
           Vardas1642                       Pavarde1642                         2.64               
           Vardas1645                       Pavarde1645                         4.59               
           Vardas1646                       Pavarde1646                         3.81               
           Vardas1648                       Pavarde1648                         4.10               
           Vardas1650                       Pavarde1650                         2.72               
           Vardas1651                       Pavarde1651                         1.33               
           Vardas1652                       Pavarde1652                         4.67               
           Vardas1654                       Pavarde1654                         4.19               
           Vardas1657                       Pavarde1657                         2.72               
           Vardas1658                       Pavarde1658                         2.55               
           Vardas1660                       Pavarde1660                         3.07               
           Vardas1661                       Pavarde1661                         1.91               
           Vardas1662                       Pavarde1662                         3.50               
           Vardas1663                       Pavarde1663                         2.79               
           Vardas1664                       Pavarde1664                         3.87               
           Vardas1665                       Pavarde1665                         4.49               
           Vardas1667                       Pavarde1667                         4.21               
           Vardas1669                       Pavarde1669                         1.98               
           Vardas1671                       Pavarde1671                         4.05               
           Vardas1672                       Pavarde1672                         3.83               
           Vardas1675                       Pavarde1675                         3.30               
           Vardas1679                       Pavarde1679                         4.47               
           Vardas1681                       Pavarde1681                         4.18               
           Vardas1682                       Pavarde1682                         2.87               
           Vardas1684                       Pavarde1684                         4.60               
           Vardas1685                       Pavarde1685                         0.57               
           Vardas1687                       Pavarde1687                         2.11               
           Vardas1689                       Pavarde1689                         3.14               
           Vardas1691                       Pavarde1691                         2.72               
           Vardas1692                       Pavarde1692                         3.22               
           Vardas1694                       Pavarde1694                         2.52               
           Vardas1696                       Pavarde1696                         4.34               
           Vardas1697                       Pavarde1697                         3.40               
           Vardas1699                       Pavarde1699                         4.50               
           Vardas1700                       Pavarde1700                         3.77               
           Vardas1701                       Pavarde1701                         2.86               
           Vardas1703                       Pavarde1703                         2.96               
           Vardas1704                       Pavarde1704                         4.05               
           Vardas1707                       Pavarde1707                         4.64               
           Vardas1709                       Pavarde1709                         2.60               
           Vardas1715                       Pavarde1715                         4.77               
           Vardas1717                       Pavarde1717                         4.10               
           Vardas1720                       Pavarde1720                         1.87               
           Vardas1721                       Pavarde1721                         3.99               
           Vardas1724                       Pavarde1724                         4.53               
           Vardas1726                       Pavarde1726                         3.84               
           Vardas1727                       Pavarde1727                         4.28               
           Vardas1731                       Pavarde1731                         2.87               
           Vardas1733                       Pavarde1733                         1.74               
           Vardas1734                       Pavarde1734                         4.15               
           Vardas1735                       Pavarde1735                         4.93               
           Vardas1738                       Pavarde1738                         2.45               
           Vardas1743                       Pavarde1743                         0.97               
           Vardas1749                       Pavarde1749                         4.21               
           Vardas1751                       Pavarde1751                         3.26               
           Vardas1752                       Pavarde1752                         1.82               
           Vardas1753                       Pavarde1753                         2.66               
           Vardas1756                       Pavarde1756                         1.73               
           Vardas1757                       Pavarde1757                         4.57               
           Vardas1759                       Pavarde1759                         4.59               
           Vardas1760                       Pavarde1760                         4.48               
           Vardas1761                       Pavarde1761                         1.82               
           Vardas1763                       Pavarde1763                         1.96               
           Vardas1765                       Pavarde1765                         2.96               
           Vardas1768                       Pavarde1768                         0.80               
           Vardas1777                       Pavarde1777                         3.23               
           Vardas1781                       Pavarde1781                         4.96               
           Vardas1782                       Pavarde1782                         3.58               
           Vardas1786                       Pavarde1786                         2.76               
           Vardas1787                       Pavarde1787                         3.46               
           Vardas1788                       Pavarde1788                         4.00               
           Vardas1789                       Pavarde1789                         3.70               
           Vardas1790                       Pavarde1790                         4.02               
           Vardas1791                       Pavarde1791                         2.00               
           Vardas1794                       Pavarde1794                         4.01               
           Vardas1795                       Pavarde1795                         4.23               
           Vardas1799                       Pavarde1799                         3.93               
           Vardas1800                       Pavarde1800                         2.95               
           Vardas1808                       Pavarde1808                         4.08               
           Vardas1812                       Pavarde1812                         2.80               
           Vardas1813                       Pavarde1813                         4.46               
           Vardas1814                       Pavarde1814                         3.89               
           Vardas1817                       Pavarde1817                         3.71               
           Vardas1818                       Pavarde1818                         1.63               
           Vardas1822                       Pavarde1822                         3.83               
           Vardas1826                       Pavarde1826                         2.07               
           Vardas1827                       Pavarde1827                         1.58               
           Vardas1829                       Pavarde1829                         4.28               
           Vardas1831                       Pavarde1831                         3.02               
           Vardas1833                       Pavarde1833                         4.07               
           Vardas1834                       Pavarde1834                         3.19               
           Vardas1835                       Pavarde1835                         2.71               
           Vardas1839                       Pavarde1839                         3.13               
           Vardas1840                       Pavarde1840                         4.32               
           Vardas1841                       Pavarde1841                         3.81               
           Vardas1842                       Pavarde1842                         1.56               
           Vardas1843                       Pavarde1843                         2.53               
           Vardas1849                       Pavarde1849                         2.81               
           Vardas1852                       Pavarde1852                         4.13               
           Vardas1853                       Pavarde1853                         3.88               
           Vardas1854                       Pavarde1854                         3.67               
           Vardas1855                       Pavarde1855                         2.03               
           Vardas1857                       Pavarde1857                         1.74               
           Vardas1858                       Pavarde1858                         3.75               
           Vardas1860                       Pavarde1860                         4.83               
           Vardas1865                       Pavarde1865                         4.78               
           Vardas1867                       Pavarde1867                         3.54               
           Vardas1869                       Pavarde1869                         1.78               
           Vardas1871                       Pavarde1871                         4.82               
           Vardas1874                       Pavarde1874                         4.64               
           Vardas1876                       Pavarde1876                         3.87               
           Vardas1877                       Pavarde1877                         2.28               
           Vardas1878                       Pavarde1878                         4.45               
           Vardas1879                       Pavarde1879                         4.25               
           Vardas1881                       Pavarde1881                         3.84               
           Vardas1882                       Pavarde1882                         1.81               
           Vardas1885                       Pavarde1885                         1.72               
           Vardas1886                       Pavarde1886                         1.84               
           Vardas1887                       Pavarde1887                         2.09               
           Vardas1888                       Pavarde1888                         4.06               
           Vardas1889                       Pavarde1889                         4.57               
           Vardas1890                       Pavarde1890                         4.14               
           Vardas1891                       Pavarde1891                         1.80               
           Vardas1892                       Pavarde1892                         4.61               
           Vardas1896                       Pavarde1896                         3.21               
           Vardas1899                       Pavarde1899                         3.72               
           Vardas1901                       Pavarde1901                         4.04               
           Vardas1904                       Pavarde1904                         2.93               
           Vardas1909                       Pavarde1909                         3.85               
           Vardas1910                       Pavarde1910                         3.59               
           Vardas1913                       Pavarde1913                         4.90               
           Vardas1914                       Pavarde1914                         3.09               
           Vardas1917                       Pavarde1917                         2.20               
           Vardas1920                       Pavarde1920                         3.87               
           Vardas1921                       Pavarde1921                         4.87               
           Vardas1922                       Pavarde1922                         1.66               
           Vardas1924                       Pavarde1924                         3.27               
           Vardas1925                       Pavarde1925                         2.60               
           Vardas1926                       Pavarde1926                         1.35               
           Vardas1927                       Pavarde1927                         2.55               
           Vardas1929                       Pavarde1929                         2.12               
           Vardas1931                       Pavarde1931                         1.93               
           Vardas1934                       Pavarde1934                         3.17               
           Vardas1935                       Pavarde1935                         4.62               
           Vardas1937                       Pavarde1937                         1.77               
           Vardas1938                       Pavarde1938                         4.95               
           Vardas1941                       Pavarde1941                         2.48               
           Vardas1942                       Pavarde1942                         4.86               
           Vardas1943                       Pavarde1943                         3.14               
           Vardas1946                       Pavarde1946                         3.64               
           Vardas1951                       Pavarde1951                         3.97               
           Vardas1953                       Pavarde1953                         2.92               
           Vardas1955                       Pavarde1955                         3.94               
           Vardas1961                       Pavarde1961                         4.48               
           Vardas1966                       Pavarde1966                         2.74               
           Vardas1969                       Pavarde1969                         2.32               
           Vardas1971                       Pavarde1971                         3.76               
           Vardas1972                       Pavarde1972                         4.43               
           Vardas1974                       Pavarde1974                         4.51               
           Vardas1977                       Pavarde1977                         1.89               
           Vardas1978                       Pavarde1978                         2.93               
           Vardas1980                       Pavarde1980                         3.96               
           Vardas1982                       Pavarde1982                         3.70               
           Vardas1983                       Pavarde1983                         4.39               
           Vardas1984                       Pavarde1984                         2.61               
           Vardas1986                       Pavarde1986                         4.73               
           Vardas1989                       Pavarde1989                         2.14               
           Vardas1991                       Pavarde1991                         2.71               
           Vardas1992                       Pavarde1992                         2.89               
           Vardas1994                       Pavarde1994                         4.07               
           Vardas1995                       Pavarde1995                         3.01               
           Vardas1996                       Pavarde1996                         1.41               
           Vardas1997                       Pavarde1997                         2.26               
           Vardas1999                       Pavarde1999                         3.79               
           Vardas2001                       Pavarde2001                         4.42               
           Vardas2002                       Pavarde2002                         1.94               
           Vardas2012                       Pavarde2012                         2.59               
           Vardas2014                       Pavarde2014                         3.11               
           Vardas2016                       Pavarde2016                         1.55               
           Vardas2017                       Pavarde2017                         3.00               
           Vardas2020                       Pavarde2020                         3.43               
           Vardas2022                       Pavarde2022                         4.78               
           Vardas2023                       Pavarde2023                         3.87               
           Vardas2024                       Pavarde2024                         2.04               
           Vardas2025                       Pavarde2025                         4.91               
           Vardas2033                       Pavarde2033                         1.45               
           Vardas2034                       Pavarde2034                         2.40               
           Vardas2035                       Pavarde2035                         2.70               
           Vardas2036                       Pavarde2036                         1.77               
           Vardas2039                       Pavarde2039                         2.10               
           Vardas2041                       Pavarde2041                         3.53               
           Vardas2043                       Pavarde2043                         3.60               
           Vardas2046                       Pavarde2046                         1.68               
           Vardas2047                       Pavarde2047                         3.57               
           Vardas2048                       Pavarde2048                         4.49               
           Vardas2050                       Pavarde2050                         3.58               
           Vardas2051                       Pavarde2051                         1.42               
           Vardas2052                       Pavarde2052                         3.31               
           Vardas2053                       Pavarde2053                         3.20               
           Vardas2054                       Pavarde2054                         1.24               
           Vardas2055                       Pavarde2055                         2.21               
           Vardas2058                       Pavarde2058                         2.66               
           Vardas2059                       Pavarde2059                         4.56               
           Vardas2060                       Pavarde2060                         2.20               
           Vardas2062                       Pavarde2062                         2.50               
           Vardas2063                       Pavarde2063                         2.12               
           Vardas2067                       Pavarde2067                         2.77               
           Vardas2069                       Pavarde2069                         1.80               
           Vardas2073                       Pavarde2073                         3.79               
           Vardas2075                       Pavarde2075                         3.82               
           Vardas2076                       Pavarde2076                         2.06               
           Vardas2077                       Pavarde2077                         4.25               
           Vardas2081                       Pavarde2081                         1.77               
           Vardas2083                       Pavarde2083                         3.88               
           Vardas2084                       Pavarde2084                         4.98               
           Vardas2086                       Pavarde2086                         3.04               
           Vardas2087                       Pavarde2087                         4.64               
           Vardas2088                       Pavarde2088                         1.85               
           Vardas2089                       Pavarde2089                         4.77               
           Vardas2090                       Pavarde2090                         1.19               
           Vardas2092                       Pavarde2092                         3.69               
           Vardas2093                       Pavarde2093                         2.44               
           Vardas2094                       Pavarde2094                         2.88               
           Vardas2096                       Pavarde2096                         2.13               
           Vardas2102                       Pavarde2102                         3.47               
           Vardas2103                       Pavarde2103                         2.48               
           Vardas2104                       Pavarde2104                         2.52               
           Vardas2106                       Pavarde2106                         3.98               
           Vardas2108                       Pavarde2108                         3.12               
           Vardas2111                       Pavarde2111                         4.04               
           Vardas2112                       Pavarde2112                         3.59               
           Vardas2114                       Pavarde2114                         3.15               
           Vardas2115                       Pavarde2115                         1.96               
           Vardas2116                       Pavarde2116                         2.49               
           Vardas2118                       Pavarde2118                         3.97               
           Vardas2119                       Pavarde2119                         2.99               
           Vardas2121                       Pavarde2121                         4.74               
           Vardas2122                       Pavarde2122                         3.94               
           Vardas2123                       Pavarde2123                         2.10               
           Vardas2124                       Pavarde2124                         3.73               
           Vardas2125                       Pavarde2125                         3.06               
           Vardas2127                       Pavarde2127                         4.99               
           Vardas2128                       Pavarde2128                         2.09               
           Vardas2129                       Pavarde2129                         4.56               
           Vardas2131                       Pavarde2131                         2.12               
           Vardas2132                       Pavarde2132                         4.04               
           Vardas2133                       Pavarde2133                         4.76               
           Vardas2138                       Pavarde2138                         3.23               
           Vardas2141                       Pavarde2141                         4.90               
           Vardas2143                       Pavarde2143                         4.51               
           Vardas2146                       Pavarde2146                         2.47               
           Vardas2148                       Pavarde2148                         3.80               
           Vardas2150                       Pavarde2150                         4.79               
           Vardas2151                       Pavarde2151                         3.08               
           Vardas2152                       Pavarde2152                         2.53               
           Vardas2153                       Pavarde2153                         2.38               
           Vardas2154                       Pavarde2154                         3.81               
           Vardas2155                       Pavarde2155                         4.94               
           Vardas2156                       Pavarde2156                         4.21               
           Vardas2159                       Pavarde2159                         1.23               
           Vardas2160                       Pavarde2160                         3.73               
           Vardas2162                       Pavarde2162                         2.62               
           Vardas2164                       Pavarde2164                         2.12               
           Vardas2167                       Pavarde2167                         2.63               
           Vardas2170                       Pavarde2170                         1.70               
           Vardas2172                       Pavarde2172                         2.76               
           Vardas2174                       Pavarde2174                         4.94               
           Vardas2175                       Pavarde2175                         1.73               
           Vardas2176                       Pavarde2176                         2.80               
           Vardas2177                       Pavarde2177                         2.22               
           Vardas2178                       Pavarde2178                         2.37               
           Vardas2179                       Pavarde2179                         4.76               
           Vardas2180                       Pavarde2180                         4.71               
           Vardas2181                       Pavarde2181                         4.49               
           Vardas2184                       Pavarde2184                         4.89               
           Vardas2185                       Pavarde2185                         1.46               
           Vardas2187                       Pavarde2187                         3.22               
           Vardas2188                       Pavarde2188                         4.44               
           Vardas2190                       Pavarde2190                         2.02               
           Vardas2192                       Pavarde2192                         2.01               
           Vardas2193                       Pavarde2193                         3.92               
           Vardas2194                       Pavarde2194                         1.94               
           Vardas2195                       Pavarde2195                         3.11               
           Vardas2200                       Pavarde2200                         3.43               
           Vardas2203                       Pavarde2203                         2.71               
           Vardas2205                       Pavarde2205                         1.62               
           Vardas2206                       Pavarde2206                         3.98               
           Vardas2208                       Pavarde2208                         4.70               
           Vardas2209                       Pavarde2209                         3.99               
           Vardas2212                       Pavarde2212                         3.95               
           Vardas2213                       Pavarde2213                         1.77               
           Vardas2215                       Pavarde2215                         2.82               
           Vardas2216                       Pavarde2216                         4.22               
           Vardas2217                       Pavarde2217                         4.19               
           Vardas2218                       Pavarde2218                         4.91               
           Vardas2220                       Pavarde2220                         3.50               
           Vardas2221                       Pavarde2221                         3.55               
           Vardas2222                       Pavarde2222                         2.07               
           Vardas2223                       Pavarde2223                         4.70               
           Vardas2224                       Pavarde2224                         4.44               
           Vardas2227                       Pavarde2227                         3.25               
           Vardas2228                       Pavarde2228                         4.71               
           Vardas2229                       Pavarde2229                         4.64               
           Vardas2232                       Pavarde2232                         2.08               
           Vardas2235                       Pavarde2235                         3.25               
           Vardas2238                       Pavarde2238                         4.88               
           Vardas2241                       Pavarde2241                         1.63               
           Vardas2242                       Pavarde2242                         2.52               
           Vardas2243                       Pavarde2243                         3.36               
           Vardas2244                       Pavarde2244                         4.52               
           Vardas2247                       Pavarde2247                         3.97               
           Vardas2248                       Pavarde2248                         3.91               
           Vardas2249                       Pavarde2249                         2.37               
           Vardas2250                       Pavarde2250                         1.77               
           Vardas2252                       Pavarde2252                         4.40               
           Vardas2256                       Pavarde2256                         2.60               
           Vardas2258                       Pavarde2258                         2.20               
           Vardas2264                       Pavarde2264                         3.08               
           Vardas2266                       Pavarde2266                         4.53               
           Vardas2271                       Pavarde2271                         3.37               
           Vardas2274                       Pavarde2274                         2.18               
           Vardas2278                       Pavarde2278                         1.30               
           Vardas2279                       Pavarde2279                         4.82               
           Vardas2282                       Pavarde2282                         1.82               
           Vardas2284                       Pavarde2284                         4.75               
           Vardas2285                       Pavarde2285                         3.73               
           Vardas2286                       Pavarde2286                         4.05               
           Vardas2288                       Pavarde2288                         3.72               
           Vardas2289                       Pavarde2289                         3.02               
           Vardas2291                       Pavarde2291                         3.96               
           Vardas2292                       Pavarde2292                         2.17               
           Vardas2293                       Pavarde2293                         1.76               
           Vardas2294                       Pavarde2294                         2.29               
           Vardas2296                       Pavarde2296                         4.31               
           Vardas2297                       Pavarde2297                         3.24               
           Vardas2298                       Pavarde2298                         2.50               
           Vardas2302                       Pavarde2302                         2.73               
           Vardas2303                       Pavarde2303                         4.07               
           Vardas2304                       Pavarde2304                         2.20               
           Vardas2309                       Pavarde2309                         4.86               
           Vardas2313                       Pavarde2313                         3.13               
           Vardas2315                       Pavarde2315                         3.93               
           Vardas2316                       Pavarde2316                         3.01               
           Vardas2322                       Pavarde2322                         1.30               
           Vardas2324                       Pavarde2324                         3.50               
           Vardas2328                       Pavarde2328                         3.65               
           Vardas2331                       Pavarde2331                         2.25               
           Vardas2332                       Pavarde2332                         4.50               
           Vardas2333                       Pavarde2333                         3.45               
           Vardas2334                       Pavarde2334                         4.30               
           Vardas2335                       Pavarde2335                         2.69               
           Vardas2336                       Pavarde2336                         3.67               
           Vardas2338                       Pavarde2338                         4.94               
           Vardas2339                       Pavarde2339                         4.49               
           Vardas2340                       Pavarde2340                         4.88               
           Vardas2341                       Pavarde2341                         4.75               
           Vardas2342                       Pavarde2342                         2.44               
           Vardas2343                       Pavarde2343                         3.09               
           Vardas2346                       Pavarde2346                         4.85               
           Vardas2348                       Pavarde2348                         2.29               
           Vardas2349                       Pavarde2349                         3.07               
           Vardas2350                       Pavarde2350                         3.73               
           Vardas2351                       Pavarde2351                         3.02               
           Vardas2352                       Pavarde2352                         2.47               
           Vardas2354                       Pavarde2354                         3.29               
           Vardas2356                       Pavarde2356                         3.70               
           Vardas2357                       Pavarde2357                         2.04               
           Vardas2358                       Pavarde2358                         1.92               
           Vardas2362                       Pavarde2362                         2.05               
           Vardas2364                       Pavarde2364                         3.69               
           Vardas2365                       Pavarde2365                         3.68               
           Vardas2366                       Pavarde2366                         2.97               
           Vardas2368                       Pavarde2368                         3.16               
           Vardas2369                       Pavarde2369                         2.51               
           Vardas2370                       Pavarde2370                         2.45               
           Vardas2374                       Pavarde2374                         3.76               
           Vardas2375                       Pavarde2375                         2.62               
           Vardas2377                       Pavarde2377                         2.05               
           Vardas2378                       Pavarde2378                         4.89               
           Vardas2380                       Pavarde2380                         4.66               
           Vardas2383                       Pavarde2383                         0.98               
           Vardas2389                       Pavarde2389                         4.81               
           Vardas2391                       Pavarde2391                         1.62               
           Vardas2394                       Pavarde2394                         3.42               
           Vardas2395                       Pavarde2395                         3.54               
           Vardas2397                       Pavarde2397                         2.23               
           Vardas2399                       Pavarde2399                         3.49               
           Vardas2404                       Pavarde2404                         4.52               
           Vardas2406                       Pavarde2406                         3.00               
           Vardas2408                       Pavarde2408                         3.16               
           Vardas2409                       Pavarde2409                         2.85               
           Vardas2410                       Pavarde2410                         3.87               
           Vardas2411                       Pavarde2411                         1.72               
           Vardas2412                       Pavarde2412                         3.75               
           Vardas2414                       Pavarde2414                         3.33               
           Vardas2416                       Pavarde2416                         2.95               
           Vardas2417                       Pavarde2417                         4.87               
           Vardas2420                       Pavarde2420                         1.20               
           Vardas2421                       Pavarde2421                         2.32               
           Vardas2423                       Pavarde2423                         2.65               
           Vardas2425                       Pavarde2425                         3.98               
           Vardas2426                       Pavarde2426                         2.57               
           Vardas2428                       Pavarde2428                         3.54               
           Vardas2429                       Pavarde2429                         4.66               
           Vardas2430                       Pavarde2430                         1.19               
           Vardas2431                       Pavarde2431                         4.39               
           Vardas2434                       Pavarde2434                         2.69               
           Vardas2435                       Pavarde2435                         3.38               
           Vardas2436                       Pavarde2436                         4.66               
           Vardas2440                       Pavarde2440                         3.71               
           Vardas2443                       Pavarde2443                         2.53               
           Vardas2445                       Pavarde2445                         4.01               
           Vardas2447                       Pavarde2447                         4.00               
           Vardas2450                       Pavarde2450                         1.34               
           Vardas2451                       Pavarde2451                         4.96               
           Vardas2452                       Pavarde2452                         3.07               
           Vardas2456                       Pavarde2456                         4.45               
           Vardas2457                       Pavarde2457                         1.95               
           Vardas2459                       Pavarde2459                         4.91               
           Vardas2460                       Pavarde2460                         4.71               
           Vardas2464                       Pavarde2464                         2.48               
           Vardas2465                       Pavarde2465                         2.53               
           Vardas2469                       Pavarde2469                         3.00               
           Vardas2470                       Pavarde2470                         2.35               
           Vardas2472                       Pavarde2472                         3.44               
           Vardas2474                       Pavarde2474                         4.64               
           Vardas2475                       Pavarde2475                         1.17               
           Vardas2476                       Pavarde2476                         1.26               
           Vardas2477                       Pavarde2477                         1.55               
           Vardas2481                       Pavarde2481                         4.13               
           Vardas2482                       Pavarde2482                         2.15               
           Vardas2484                       Pavarde2484                         4.48               
           Vardas2487                       Pavarde2487                         3.85               
           Vardas2489                       Pavarde2489                         1.50               
           Vardas2490                       Pavarde2490                         3.98               
