             Vardas                           Pavarde                     Galutinis (Vid.)         
           Vardas2320                       Pavarde2320                         6.86               
           Vardas2324                       Pavarde2324                         8.52               
           Vardas2325                       Pavarde2325                         7.12               
           Vardas2327                       Pavarde2327                         6.72               
           Vardas2329                       Pavarde2329                         5.04               
           Vardas2333                       Pavarde2333                         7.77               
           Vardas2334                       Pavarde2334                         5.91               
           Vardas2339                       Pavarde2339                         5.68               
           Vardas2340                       Pavarde2340                         7.89               
           Vardas2343                       Pavarde2343                         7.31               
           Vardas2344                       Pavarde2344                         6.21               
           Vardas2345                       Pavarde2345                         6.92               
           Vardas2348                       Pavarde2348                         7.34               
           Vardas2351                       Pavarde2351                         6.66               
           Vardas2352                       Pavarde2352                         7.01               
           Vardas2353                       Pavarde2353                         7.17               
           Vardas2354                       Pavarde2354                         8.45               
           Vardas2355                       Pavarde2355                         6.81               
           Vardas2356                       Pavarde2356                         5.82               
           Vardas2357                       Pavarde2357                         5.47               
           Vardas2359                       Pavarde2359                         8.02               
           Vardas2360                       Pavarde2360                         6.05               
           Vardas2361                       Pavarde2361                         7.84               
           Vardas2364                       Pavarde2364                         5.40               
           Vardas2365                       Pavarde2365                         6.36               
           Vardas2367                       Pavarde2367                         8.70               
           Vardas2369                       Pavarde2369                         6.35               
           Vardas2370                       Pavarde2370                         6.97               
           Vardas2371                       Pavarde2371                         8.15               
           Vardas2378                       Pavarde2378                         7.19               
           Vardas2383                       Pavarde2383                         7.51               
           Vardas2388                       Pavarde2388                         6.16               
           Vardas2389                       Pavarde2389                         8.07               
           Vardas2390                       Pavarde2390                         6.65               
           Vardas2391                       Pavarde2391                         7.35               
           Vardas2392                       Pavarde2392                         6.81               
           Vardas2393                       Pavarde2393                         5.08               
           Vardas2394                       Pavarde2394                         7.32               
           Vardas2395                       Pavarde2395                         7.56               
           Vardas2396                       Pavarde2396                         7.20               
           Vardas2398                       Pavarde2398                         5.42               
           Vardas2400                       Pavarde2400                         7.55               
           Vardas2401                       Pavarde2401                         6.86               
           Vardas2402                       Pavarde2402                         5.30               
           Vardas2404                       Pavarde2404                         6.96               
           Vardas2406                       Pavarde2406                         8.34               
           Vardas2409                       Pavarde2409                         7.18               
           Vardas2412                       Pavarde2412                         5.46               
           Vardas2413                       Pavarde2413                         6.39               
           Vardas2414                       Pavarde2414                         5.86               
           Vardas2416                       Pavarde2416                         6.13               
           Vardas2419                       Pavarde2419                         5.21               
           Vardas2420                       Pavarde2420                         6.86               
           Vardas2422                       Pavarde2422                         7.81               
           Vardas2423                       Pavarde2423                         6.21               
           Vardas2424                       Pavarde2424                         8.41               
           Vardas2425                       Pavarde2425                         6.71               
           Vardas2429                       Pavarde2429                         6.93               
           Vardas2430                       Pavarde2430                         6.25               
           Vardas2432                       Pavarde2432                         5.19               
           Vardas2433                       Pavarde2433                         6.96               
           Vardas2435                       Pavarde2435                         8.68               
           Vardas2436                       Pavarde2436                         5.96               
           Vardas2440                       Pavarde2440                         7.76               
           Vardas2442                       Pavarde2442                         5.89               
           Vardas2443                       Pavarde2443                         5.03               
           Vardas2445                       Pavarde2445                         7.76               
           Vardas2447                       Pavarde2447                         5.75               
           Vardas2448                       Pavarde2448                         8.07               
           Vardas2451                       Pavarde2451                         7.84               
           Vardas2455                       Pavarde2455                         6.24               
           Vardas2456                       Pavarde2456                         8.11               
           Vardas2457                       Pavarde2457                         7.27               
           Vardas2459                       Pavarde2459                         5.42               
           Vardas2462                       Pavarde2462                         8.23               
           Vardas2465                       Pavarde2465                         6.69               
           Vardas2469                       Pavarde2469                         6.59               
           Vardas2470                       Pavarde2470                         6.79               
           Vardas2472                       Pavarde2472                         8.08               
           Vardas2474                       Pavarde2474                         6.92               
           Vardas2475                       Pavarde2475                         6.72               
           Vardas2480                       Pavarde2480                         8.35               
           Vardas2483                       Pavarde2483                         7.99               
           Vardas2484                       Pavarde2484                         6.05               
           Vardas2488                       Pavarde2488                         8.62               
           Vardas2489                       Pavarde2489                         8.47               
           Vardas2491                       Pavarde2491                         7.01               
           Vardas2494                       Pavarde2494                         6.77               
           Vardas2496                       Pavarde2496                         8.49               
           Vardas2497                       Pavarde2497                         8.32               
           Vardas2498                       Pavarde2498                         7.66               
           Vardas2499                       Pavarde2499                         5.89               
           Vardas2500                       Pavarde2500                         7.42               
           Vardas2501                       Pavarde2501                         8.33               
           Vardas2502                       Pavarde2502                         5.89               
           Vardas2504                       Pavarde2504                         7.95               
           Vardas2505                       Pavarde2505                         6.03               
           Vardas2507                       Pavarde2507                         6.32               
           Vardas2510                       Pavarde2510                         6.76               
           Vardas2512                       Pavarde2512                         5.83               
           Vardas2513                       Pavarde2513                         6.64               
           Vardas2514                       Pavarde2514                         6.02               
           Vardas2515                       Pavarde2515                         5.35               
           Vardas2516                       Pavarde2516                         7.53               
           Vardas2519                       Pavarde2519                         5.21               
           Vardas2522                       Pavarde2522                         8.70               
           Vardas2524                       Pavarde2524                         7.72               
           Vardas2527                       Pavarde2527                         8.01               
           Vardas2528                       Pavarde2528                         5.60               
           Vardas2530                       Pavarde2530                         5.15               
           Vardas2531                       Pavarde2531                         8.41               
           Vardas2532                       Pavarde2532                         7.28               
           Vardas2533                       Pavarde2533                         5.37               
           Vardas2535                       Pavarde2535                         6.59               
           Vardas2536                       Pavarde2536                         6.88               
           Vardas2538                       Pavarde2538                         6.12               
           Vardas2543                       Pavarde2543                         6.05               
           Vardas2546                       Pavarde2546                         7.11               
           Vardas2548                       Pavarde2548                         6.32               
           Vardas2549                       Pavarde2549                         5.47               
           Vardas2550                       Pavarde2550                         5.16               
           Vardas2553                       Pavarde2553                         6.03               
           Vardas2554                       Pavarde2554                         6.78               
           Vardas2555                       Pavarde2555                         8.14               
           Vardas2556                       Pavarde2556                         6.83               
           Vardas2557                       Pavarde2557                         5.49               
           Vardas2559                       Pavarde2559                         6.72               
           Vardas2560                       Pavarde2560                         8.69               
           Vardas2561                       Pavarde2561                         6.56               
           Vardas2563                       Pavarde2563                         7.19               
           Vardas2565                       Pavarde2565                         6.98               
           Vardas2567                       Pavarde2567                         7.07               
           Vardas2569                       Pavarde2569                         7.27               
           Vardas2571                       Pavarde2571                         5.94               
           Vardas2575                       Pavarde2575                         5.47               
           Vardas2578                       Pavarde2578                         6.99               
           Vardas2579                       Pavarde2579                         7.47               
           Vardas2583                       Pavarde2583                         6.42               
           Vardas2584                       Pavarde2584                         6.03               
           Vardas2585                       Pavarde2585                         6.66               
           Vardas2592                       Pavarde2592                         5.70               
           Vardas2594                       Pavarde2594                         8.01               
           Vardas2595                       Pavarde2595                         6.33               
           Vardas2597                       Pavarde2597                         6.06               
           Vardas2600                       Pavarde2600                         7.69               
           Vardas2601                       Pavarde2601                         6.86               
           Vardas2606                       Pavarde2606                         5.99               
           Vardas2607                       Pavarde2607                         7.25               
           Vardas2612                       Pavarde2612                         6.79               
           Vardas2614                       Pavarde2614                         7.63               
           Vardas2616                       Pavarde2616                         7.34               
           Vardas2617                       Pavarde2617                         5.32               
           Vardas2618                       Pavarde2618                         5.25               
           Vardas2619                       Pavarde2619                         8.42               
           Vardas2622                       Pavarde2622                         6.64               
           Vardas2625                       Pavarde2625                         6.84               
           Vardas2626                       Pavarde2626                         6.74               
           Vardas2629                       Pavarde2629                         7.33               
           Vardas2630                       Pavarde2630                         5.05               
           Vardas2632                       Pavarde2632                         7.06               
           Vardas2634                       Pavarde2634                         6.29               
           Vardas2637                       Pavarde2637                         7.44               
           Vardas2641                       Pavarde2641                         6.54               
           Vardas2642                       Pavarde2642                         8.44               
           Vardas2643                       Pavarde2643                         6.23               
           Vardas2644                       Pavarde2644                         5.16               
           Vardas2645                       Pavarde2645                         7.59               
           Vardas2646                       Pavarde2646                         7.30               
           Vardas2648                       Pavarde2648                         8.12               
           Vardas2649                       Pavarde2649                         7.53               
           Vardas2650                       Pavarde2650                         5.02               
           Vardas2655                       Pavarde2655                         6.34               
           Vardas2656                       Pavarde2656                         6.32               
           Vardas2659                       Pavarde2659                         7.80               
           Vardas2661                       Pavarde2661                         5.72               
           Vardas2662                       Pavarde2662                         5.31               
           Vardas2663                       Pavarde2663                         8.15               
           Vardas2664                       Pavarde2664                         6.48               
           Vardas2665                       Pavarde2665                         7.07               
           Vardas2667                       Pavarde2667                         7.54               
           Vardas2669                       Pavarde2669                         7.84               
           Vardas2670                       Pavarde2670                         8.33               
           Vardas2676                       Pavarde2676                         5.94               
           Vardas2678                       Pavarde2678                         8.60               
           Vardas2680                       Pavarde2680                         5.71               
           Vardas2681                       Pavarde2681                         7.26               
           Vardas2684                       Pavarde2684                         8.04               
           Vardas2685                       Pavarde2685                         6.99               
           Vardas2689                       Pavarde2689                         7.94               
           Vardas2691                       Pavarde2691                         6.52               
           Vardas2692                       Pavarde2692                         7.64               
           Vardas2695                       Pavarde2695                         6.35               
           Vardas2699                       Pavarde2699                         5.82               
           Vardas2700                       Pavarde2700                         7.60               
           Vardas2703                       Pavarde2703                         5.19               
           Vardas2705                       Pavarde2705                         7.96               
           Vardas2706                       Pavarde2706                         8.34               
           Vardas2707                       Pavarde2707                         5.35               
           Vardas2708                       Pavarde2708                         7.87               
           Vardas2709                       Pavarde2709                         7.65               
           Vardas2710                       Pavarde2710                         7.85               
           Vardas2712                       Pavarde2712                         5.92               
           Vardas2713                       Pavarde2713                         6.81               
           Vardas2714                       Pavarde2714                         6.49               
           Vardas2716                       Pavarde2716                         7.18               
           Vardas2718                       Pavarde2718                         5.35               
           Vardas2720                       Pavarde2720                         8.03               
           Vardas2727                       Pavarde2727                         6.19               
           Vardas2728                       Pavarde2728                         8.41               
           Vardas2729                       Pavarde2729                         6.70               
           Vardas2731                       Pavarde2731                         7.35               
           Vardas2733                       Pavarde2733                         6.67               
           Vardas2738                       Pavarde2738                         8.35               
           Vardas2740                       Pavarde2740                         6.41               
           Vardas2741                       Pavarde2741                         5.81               
           Vardas2743                       Pavarde2743                         5.30               
           Vardas2746                       Pavarde2746                         6.86               
           Vardas2747                       Pavarde2747                         6.23               
           Vardas2753                       Pavarde2753                         7.16               
           Vardas2754                       Pavarde2754                         7.12               
           Vardas2756                       Pavarde2756                         7.84               
           Vardas2758                       Pavarde2758                         5.13               
           Vardas2759                       Pavarde2759                         5.45               
           Vardas2760                       Pavarde2760                         8.30               
           Vardas2761                       Pavarde2761                         6.49               
           Vardas2762                       Pavarde2762                         6.19               
           Vardas2764                       Pavarde2764                         7.29               
           Vardas2765                       Pavarde2765                         6.12               
           Vardas2766                       Pavarde2766                         5.44               
           Vardas2767                       Pavarde2767                         7.06               
           Vardas2768                       Pavarde2768                         7.80               
           Vardas2769                       Pavarde2769                         7.20               
           Vardas2770                       Pavarde2770                         7.31               
           Vardas2774                       Pavarde2774                         5.17               
           Vardas2775                       Pavarde2775                         8.61               
           Vardas2778                       Pavarde2778                         6.25               
           Vardas2781                       Pavarde2781                         5.81               
           Vardas2783                       Pavarde2783                         8.11               
           Vardas2785                       Pavarde2785                         5.57               
           Vardas2787                       Pavarde2787                         7.55               
           Vardas2788                       Pavarde2788                         9.30               
           Vardas2789                       Pavarde2789                         6.15               
           Vardas2791                       Pavarde2791                         6.70               
           Vardas2792                       Pavarde2792                         6.33               
           Vardas2793                       Pavarde2793                         8.19               
           Vardas2804                       Pavarde2804                         7.62               
           Vardas2807                       Pavarde2807                         8.15               
           Vardas2809                       Pavarde2809                         6.95               
           Vardas2810                       Pavarde2810                         5.91               
           Vardas2811                       Pavarde2811                         6.81               
           Vardas2813                       Pavarde2813                         6.64               
           Vardas2816                       Pavarde2816                         7.61               
           Vardas2818                       Pavarde2818                         5.48               
           Vardas2822                       Pavarde2822                         7.77               
           Vardas2823                       Pavarde2823                         7.86               
           Vardas2825                       Pavarde2825                         6.98               
           Vardas2830                       Pavarde2830                         6.22               
           Vardas2831                       Pavarde2831                         6.15               
           Vardas2834                       Pavarde2834                         7.80               
           Vardas2843                       Pavarde2843                         6.40               
           Vardas2844                       Pavarde2844                         8.10               
           Vardas2847                       Pavarde2847                         5.98               
           Vardas2848                       Pavarde2848                         9.07               
           Vardas2849                       Pavarde2849                         5.11               
           Vardas2853                       Pavarde2853                         5.80               
           Vardas2855                       Pavarde2855                         7.99               
           Vardas2856                       Pavarde2856                         6.16               
           Vardas2857                       Pavarde2857                         8.87               
           Vardas2858                       Pavarde2858                         8.41               
           Vardas2861                       Pavarde2861                         8.69               
           Vardas2863                       Pavarde2863                         5.92               
           Vardas2864                       Pavarde2864                         7.48               
           Vardas2868                       Pavarde2868                         6.72               
           Vardas2869                       Pavarde2869                         5.94               
           Vardas2871                       Pavarde2871                         5.20               
           Vardas2872                       Pavarde2872                         8.15               
           Vardas2873                       Pavarde2873                         6.35               
           Vardas2874                       Pavarde2874                         6.81               
           Vardas2876                       Pavarde2876                         5.52               
           Vardas2877                       Pavarde2877                         5.04               
           Vardas2878                       Pavarde2878                         5.63               
           Vardas2879                       Pavarde2879                         7.63               
           Vardas2880                       Pavarde2880                         5.77               
           Vardas2883                       Pavarde2883                         7.16               
           Vardas2884                       Pavarde2884                         5.77               
           Vardas2886                       Pavarde2886                         5.33               
           Vardas2890                       Pavarde2890                         5.12               
           Vardas2891                       Pavarde2891                         6.30               
           Vardas2892                       Pavarde2892                         7.66               
           Vardas2894                       Pavarde2894                         5.75               
           Vardas2897                       Pavarde2897                         6.63               
           Vardas2898                       Pavarde2898                         6.77               
           Vardas2899                       Pavarde2899                         5.58               
           Vardas2901                       Pavarde2901                         5.14               
           Vardas2902                       Pavarde2902                         6.90               
           Vardas2903                       Pavarde2903                         7.73               
           Vardas2904                       Pavarde2904                         6.69               
           Vardas2905                       Pavarde2905                         6.48               
           Vardas2907                       Pavarde2907                         6.85               
           Vardas2908                       Pavarde2908                         6.17               
           Vardas2911                       Pavarde2911                         5.75               
           Vardas2912                       Pavarde2912                         6.76               
           Vardas2915                       Pavarde2915                         6.68               
           Vardas2916                       Pavarde2916                         5.44               
           Vardas2917                       Pavarde2917                         6.45               
           Vardas2918                       Pavarde2918                         7.14               
           Vardas2919                       Pavarde2919                         6.53               
           Vardas2922                       Pavarde2922                         6.66               
           Vardas2925                       Pavarde2925                         5.42               
           Vardas2928                       Pavarde2928                         6.79               
           Vardas2930                       Pavarde2930                         6.87               
           Vardas2931                       Pavarde2931                         8.23               
           Vardas2934                       Pavarde2934                         7.33               
           Vardas2935                       Pavarde2935                         5.55               
           Vardas2936                       Pavarde2936                         7.54               
           Vardas2938                       Pavarde2938                         7.13               
           Vardas2940                       Pavarde2940                         5.94               
           Vardas2941                       Pavarde2941                         5.47               
           Vardas2942                       Pavarde2942                         7.32               
           Vardas2944                       Pavarde2944                         6.11               
           Vardas2945                       Pavarde2945                         6.23               
           Vardas2949                       Pavarde2949                         8.42               
           Vardas2952                       Pavarde2952                         5.22               
           Vardas2954                       Pavarde2954                         6.61               
           Vardas2955                       Pavarde2955                         6.59               
           Vardas2956                       Pavarde2956                         5.08               
           Vardas2958                       Pavarde2958                         8.74               
           Vardas2960                       Pavarde2960                         8.34               
           Vardas2962                       Pavarde2962                         7.10               
           Vardas2963                       Pavarde2963                         7.74               
           Vardas2964                       Pavarde2964                         6.06               
           Vardas2965                       Pavarde2965                         7.70               
           Vardas2966                       Pavarde2966                         5.56               
           Vardas2967                       Pavarde2967                         7.10               
           Vardas2969                       Pavarde2969                         7.97               
           Vardas2970                       Pavarde2970                         5.11               
           Vardas2971                       Pavarde2971                         5.30               
           Vardas2973                       Pavarde2973                         8.01               
           Vardas2976                       Pavarde2976                         8.67               
           Vardas2977                       Pavarde2977                         5.28               
           Vardas2978                       Pavarde2978                         7.38               
           Vardas2981                       Pavarde2981                         6.22               
           Vardas2983                       Pavarde2983                         7.87               
           Vardas2986                       Pavarde2986                         6.17               
           Vardas2990                       Pavarde2990                         7.19               
           Vardas2991                       Pavarde2991                         7.04               
           Vardas2992                       Pavarde2992                         5.88               
           Vardas2995                       Pavarde2995                         6.58               
           Vardas3002                       Pavarde3002                         7.75               
           Vardas3005                       Pavarde3005                         8.38               
           Vardas3007                       Pavarde3007                         6.44               
           Vardas3012                       Pavarde3012                         6.93               
           Vardas3016                       Pavarde3016                         5.74               
           Vardas3017                       Pavarde3017                         5.88               
           Vardas3018                       Pavarde3018                         7.33               
           Vardas3021                       Pavarde3021                         7.78               
           Vardas3027                       Pavarde3027                         7.79               
           Vardas3028                       Pavarde3028                         5.68               
           Vardas3030                       Pavarde3030                         6.41               
           Vardas3031                       Pavarde3031                         6.07               
           Vardas3032                       Pavarde3032                         6.92               
           Vardas3035                       Pavarde3035                         5.62               
           Vardas3037                       Pavarde3037                         6.93               
           Vardas3041                       Pavarde3041                         7.42               
           Vardas3046                       Pavarde3046                         8.15               
           Vardas3054                       Pavarde3054                         7.12               
           Vardas3055                       Pavarde3055                         5.57               
           Vardas3056                       Pavarde3056                         6.35               
           Vardas3057                       Pavarde3057                         6.17               
           Vardas3065                       Pavarde3065                         5.60               
           Vardas3066                       Pavarde3066                         6.42               
           Vardas3068                       Pavarde3068                         6.05               
           Vardas3072                       Pavarde3072                         5.61               
           Vardas3075                       Pavarde3075                         7.99               
           Vardas3076                       Pavarde3076                         5.56               
           Vardas3078                       Pavarde3078                         7.37               
           Vardas3080                       Pavarde3080                         5.59               
           Vardas3081                       Pavarde3081                         5.44               
           Vardas3082                       Pavarde3082                         7.44               
           Vardas3083                       Pavarde3083                         7.19               
           Vardas3084                       Pavarde3084                         6.13               
           Vardas3086                       Pavarde3086                         6.63               
           Vardas3088                       Pavarde3088                         8.30               
           Vardas3095                       Pavarde3095                         7.78               
           Vardas3096                       Pavarde3096                         7.45               
           Vardas3097                       Pavarde3097                         6.20               
           Vardas3102                       Pavarde3102                         7.55               
           Vardas3103                       Pavarde3103                         7.71               
           Vardas3104                       Pavarde3104                         6.13               
           Vardas3106                       Pavarde3106                         5.71               
           Vardas3108                       Pavarde3108                         6.21               
           Vardas3112                       Pavarde3112                         6.95               
           Vardas3113                       Pavarde3113                         5.39               
           Vardas3115                       Pavarde3115                         6.57               
           Vardas3118                       Pavarde3118                         7.53               
           Vardas3121                       Pavarde3121                         7.15               
           Vardas3123                       Pavarde3123                         5.79               
           Vardas3124                       Pavarde3124                         5.72               
           Vardas3129                       Pavarde3129                         5.02               
           Vardas3130                       Pavarde3130                         6.84               
           Vardas3133                       Pavarde3133                         7.70               
           Vardas3135                       Pavarde3135                         5.22               
           Vardas3138                       Pavarde3138                         6.24               
           Vardas3139                       Pavarde3139                         5.39               
           Vardas3140                       Pavarde3140                         7.18               
           Vardas3143                       Pavarde3143                         8.37               
           Vardas3145                       Pavarde3145                         7.10               
           Vardas3146                       Pavarde3146                         8.78               
           Vardas3149                       Pavarde3149                         7.40               
           Vardas3150                       Pavarde3150                         7.26               
           Vardas3152                       Pavarde3152                         5.26               
           Vardas3153                       Pavarde3153                         5.82               
           Vardas3154                       Pavarde3154                         5.63               
           Vardas3156                       Pavarde3156                         6.78               
           Vardas3157                       Pavarde3157                         6.51               
           Vardas3158                       Pavarde3158                         7.76               
           Vardas3160                       Pavarde3160                         7.03               
           Vardas3161                       Pavarde3161                         6.41               
           Vardas3162                       Pavarde3162                         7.01               
           Vardas3163                       Pavarde3163                         7.52               
           Vardas3165                       Pavarde3165                         6.41               
           Vardas3166                       Pavarde3166                         5.78               
           Vardas3167                       Pavarde3167                         8.59               
           Vardas3168                       Pavarde3168                         7.65               
           Vardas3169                       Pavarde3169                         8.00               
           Vardas3175                       Pavarde3175                         7.46               
           Vardas3176                       Pavarde3176                         8.35               
           Vardas3177                       Pavarde3177                         6.68               
           Vardas3178                       Pavarde3178                         6.23               
           Vardas3179                       Pavarde3179                         6.80               
           Vardas3181                       Pavarde3181                         5.31               
           Vardas3182                       Pavarde3182                         8.16               
           Vardas3183                       Pavarde3183                         7.25               
           Vardas3184                       Pavarde3184                         8.61               
           Vardas3185                       Pavarde3185                         5.99               
           Vardas3187                       Pavarde3187                         7.03               
           Vardas3189                       Pavarde3189                         7.46               
           Vardas3191                       Pavarde3191                         5.94               
           Vardas3194                       Pavarde3194                         7.22               
           Vardas3195                       Pavarde3195                         7.36               
           Vardas3197                       Pavarde3197                         8.34               
           Vardas3200                       Pavarde3200                         7.80               
           Vardas3201                       Pavarde3201                         5.95               
           Vardas3203                       Pavarde3203                         7.16               
           Vardas3204                       Pavarde3204                         6.64               
           Vardas3210                       Pavarde3210                         7.01               
           Vardas3211                       Pavarde3211                         7.06               
           Vardas3215                       Pavarde3215                         6.45               
           Vardas3219                       Pavarde3219                         7.70               
           Vardas3222                       Pavarde3222                         6.72               
