             Vardas                           Pavarde                     Galutinis (Vid.)         
            Vardas495                       Pavarde495                          7.20               
            Vardas496                       Pavarde496                          3.11               
            Vardas497                       Pavarde497                          3.80               
            Vardas498                       Pavarde498                          3.80               
            Vardas499                       Pavarde499                          3.57               
            Vardas500                       Pavarde500                          2.56               
            Vardas501                       Pavarde501                          5.97               
            Vardas502                       Pavarde502                          5.52               
            Vardas503                       Pavarde503                          6.69               
            Vardas504                       Pavarde504                          3.32               
            Vardas505                       Pavarde505                          6.82               
            Vardas506                       Pavarde506                          2.34               
            Vardas507                       Pavarde507                          5.27               
            Vardas508                       Pavarde508                          5.99               
            Vardas509                       Pavarde509                          1.63               
            Vardas510                       Pavarde510                          6.53               
            Vardas511                       Pavarde511                          8.14               
            Vardas512                       Pavarde512                          6.10               
            Vardas513                       Pavarde513                          6.18               
            Vardas514                       Pavarde514                          7.81               
            Vardas515                       Pavarde515                          7.41               
            Vardas516                       Pavarde516                          3.66               
            Vardas517                       Pavarde517                          2.72               
            Vardas518                       Pavarde518                          3.25               
            Vardas519                       Pavarde519                          8.08               
            Vardas520                       Pavarde520                          4.22               
            Vardas521                       Pavarde521                          6.40               
            Vardas522                       Pavarde522                          5.28               
            Vardas523                       Pavarde523                          4.18               
            Vardas524                       Pavarde524                          4.51               
            Vardas525                       Pavarde525                          4.21               
            Vardas526                       Pavarde526                          6.42               
            Vardas527                       Pavarde527                          2.51               
            Vardas528                       Pavarde528                          6.44               
            Vardas529                       Pavarde529                          7.76               
            Vardas530                       Pavarde530                          6.74               
            Vardas531                       Pavarde531                          7.65               
            Vardas532                       Pavarde532                          8.20               
            Vardas533                       Pavarde533                          6.10               
            Vardas534                       Pavarde534                          2.59               
            Vardas535                       Pavarde535                          5.80               
            Vardas536                       Pavarde536                          3.48               
            Vardas537                       Pavarde537                          3.55               
            Vardas538                       Pavarde538                          2.26               
            Vardas539                       Pavarde539                          6.79               
            Vardas540                       Pavarde540                          8.35               
            Vardas541                       Pavarde541                          6.12               
            Vardas542                       Pavarde542                          4.10               
            Vardas543                       Pavarde543                          1.91               
            Vardas544                       Pavarde544                          4.37               
            Vardas545                       Pavarde545                          1.63               
            Vardas546                       Pavarde546                          6.31               
            Vardas547                       Pavarde547                          3.01               
            Vardas548                       Pavarde548                          5.49               
            Vardas549                       Pavarde549                          1.97               
            Vardas550                       Pavarde550                          5.54               
            Vardas551                       Pavarde551                          8.08               
            Vardas552                       Pavarde552                          4.15               
            Vardas553                       Pavarde553                          6.27               
            Vardas554                       Pavarde554                          5.73               
            Vardas555                       Pavarde555                          2.75               
            Vardas556                       Pavarde556                          2.60               
            Vardas557                       Pavarde557                          1.70               
            Vardas558                       Pavarde558                          7.81               
            Vardas559                       Pavarde559                          1.82               
            Vardas560                       Pavarde560                          7.01               
            Vardas561                       Pavarde561                          5.71               
            Vardas562                       Pavarde562                          8.34               
            Vardas563                       Pavarde563                          2.51               
            Vardas564                       Pavarde564                          5.52               
            Vardas565                       Pavarde565                          4.75               
            Vardas566                       Pavarde566                          6.70               
            Vardas567                       Pavarde567                          2.11               
            Vardas568                       Pavarde568                          1.47               
            Vardas569                       Pavarde569                          5.44               
            Vardas570                       Pavarde570                          6.13               
            Vardas571                       Pavarde571                          7.05               
            Vardas572                       Pavarde572                          5.04               
            Vardas573                       Pavarde573                          5.80               
            Vardas574                       Pavarde574                          7.30               
            Vardas575                       Pavarde575                          4.03               
            Vardas576                       Pavarde576                          3.07               
            Vardas577                       Pavarde577                          8.10               
            Vardas578                       Pavarde578                          6.68               
            Vardas579                       Pavarde579                          3.53               
            Vardas580                       Pavarde580                          3.24               
            Vardas581                       Pavarde581                          4.53               
            Vardas582                       Pavarde582                          3.66               
            Vardas583                       Pavarde583                          2.83               
            Vardas584                       Pavarde584                          4.01               
            Vardas585                       Pavarde585                          3.92               
            Vardas586                       Pavarde586                          4.69               
            Vardas587                       Pavarde587                          6.18               
            Vardas588                       Pavarde588                          3.52               
            Vardas589                       Pavarde589                          2.41               
            Vardas590                       Pavarde590                          3.21               
            Vardas591                       Pavarde591                          5.66               
            Vardas592                       Pavarde592                          6.18               
            Vardas593                       Pavarde593                          7.58               
            Vardas594                       Pavarde594                          2.46               
            Vardas595                       Pavarde595                          6.32               
            Vardas596                       Pavarde596                          8.07               
            Vardas597                       Pavarde597                          2.19               
            Vardas598                       Pavarde598                          4.61               
            Vardas599                       Pavarde599                          3.29               
            Vardas600                       Pavarde600                          8.06               
            Vardas601                       Pavarde601                          3.99               
            Vardas602                       Pavarde602                          2.99               
            Vardas603                       Pavarde603                          5.47               
            Vardas604                       Pavarde604                          7.33               
            Vardas605                       Pavarde605                          1.72               
            Vardas606                       Pavarde606                          3.08               
            Vardas607                       Pavarde607                          2.20               
            Vardas608                       Pavarde608                          4.70               
            Vardas609                       Pavarde609                          4.93               
            Vardas610                       Pavarde610                          6.84               
            Vardas611                       Pavarde611                          5.74               
            Vardas612                       Pavarde612                          3.66               
            Vardas613                       Pavarde613                          2.35               
            Vardas614                       Pavarde614                          4.84               
            Vardas615                       Pavarde615                          4.52               
            Vardas616                       Pavarde616                          4.48               
            Vardas617                       Pavarde617                          5.40               
            Vardas618                       Pavarde618                          5.43               
            Vardas619                       Pavarde619                          5.38               
            Vardas620                       Pavarde620                          6.41               
            Vardas621                       Pavarde621                          2.27               
            Vardas622                       Pavarde622                          3.79               
            Vardas623                       Pavarde623                          5.24               
            Vardas624                       Pavarde624                          6.32               
            Vardas625                       Pavarde625                          8.44               
            Vardas626                       Pavarde626                          7.18               
            Vardas627                       Pavarde627                          3.86               
            Vardas628                       Pavarde628                          1.89               
            Vardas629                       Pavarde629                          3.91               
            Vardas630                       Pavarde630                          5.65               
            Vardas631                       Pavarde631                          5.76               
            Vardas632                       Pavarde632                          5.42               
            Vardas633                       Pavarde633                          5.24               
            Vardas634                       Pavarde634                          6.29               
            Vardas635                       Pavarde635                          6.19               
            Vardas636                       Pavarde636                          8.41               
            Vardas637                       Pavarde637                          2.05               
            Vardas638                       Pavarde638                          4.08               
            Vardas639                       Pavarde639                          5.07               
            Vardas640                       Pavarde640                          3.59               
            Vardas641                       Pavarde641                          6.48               
            Vardas642                       Pavarde642                          3.61               
            Vardas643                       Pavarde643                          4.80               
            Vardas644                       Pavarde644                          3.81               
            Vardas645                       Pavarde645                          2.32               
            Vardas646                       Pavarde646                          4.00               
            Vardas647                       Pavarde647                          3.47               
            Vardas648                       Pavarde648                          5.33               
            Vardas649                       Pavarde649                          6.18               
            Vardas650                       Pavarde650                          2.25               
            Vardas651                       Pavarde651                          5.81               
            Vardas652                       Pavarde652                          4.69               
            Vardas653                       Pavarde653                          6.57               
            Vardas654                       Pavarde654                          4.91               
            Vardas655                       Pavarde655                          1.18               
            Vardas656                       Pavarde656                          4.58               
            Vardas657                       Pavarde657                          6.61               
            Vardas658                       Pavarde658                          8.15               
            Vardas659                       Pavarde659                          8.22               
            Vardas660                       Pavarde660                          4.20               
            Vardas661                       Pavarde661                          3.47               
            Vardas662                       Pavarde662                          8.10               
            Vardas663                       Pavarde663                          7.40               
            Vardas664                       Pavarde664                          3.04               
            Vardas665                       Pavarde665                          2.71               
            Vardas666                       Pavarde666                          7.13               
            Vardas667                       Pavarde667                          8.12               
            Vardas668                       Pavarde668                          2.15               
            Vardas669                       Pavarde669                          5.40               
            Vardas670                       Pavarde670                          4.09               
            Vardas671                       Pavarde671                          4.20               
            Vardas672                       Pavarde672                          2.89               
            Vardas673                       Pavarde673                          3.29               
            Vardas674                       Pavarde674                          6.82               
            Vardas675                       Pavarde675                          6.04               
            Vardas676                       Pavarde676                          3.34               
            Vardas677                       Pavarde677                          5.26               
            Vardas678                       Pavarde678                          4.26               
            Vardas679                       Pavarde679                          6.88               
            Vardas680                       Pavarde680                          7.49               
            Vardas681                       Pavarde681                          5.86               
            Vardas682                       Pavarde682                          4.18               
            Vardas683                       Pavarde683                          6.98               
            Vardas684                       Pavarde684                          3.56               
            Vardas685                       Pavarde685                          2.00               
            Vardas686                       Pavarde686                          4.02               
            Vardas687                       Pavarde687                          2.51               
            Vardas688                       Pavarde688                          4.53               
            Vardas689                       Pavarde689                          5.21               
            Vardas690                       Pavarde690                          5.76               
            Vardas691                       Pavarde691                          7.39               
            Vardas692                       Pavarde692                          3.96               
            Vardas693                       Pavarde693                          3.30               
            Vardas694                       Pavarde694                          4.33               
            Vardas695                       Pavarde695                          6.49               
            Vardas696                       Pavarde696                          5.41               
            Vardas697                       Pavarde697                          4.27               
            Vardas698                       Pavarde698                          3.38               
            Vardas699                       Pavarde699                          3.49               
            Vardas700                       Pavarde700                          4.16               
            Vardas701                       Pavarde701                          3.47               
            Vardas702                       Pavarde702                          1.64               
            Vardas703                       Pavarde703                          3.77               
            Vardas704                       Pavarde704                          6.38               
            Vardas705                       Pavarde705                          8.96               
            Vardas706                       Pavarde706                          6.54               
            Vardas707                       Pavarde707                          6.34               
            Vardas708                       Pavarde708                          8.36               
            Vardas709                       Pavarde709                          7.98               
            Vardas710                       Pavarde710                          7.86               
            Vardas711                       Pavarde711                          5.67               
            Vardas712                       Pavarde712                          4.68               
            Vardas713                       Pavarde713                          2.15               
            Vardas714                       Pavarde714                          7.16               
            Vardas715                       Pavarde715                          6.73               
            Vardas716                       Pavarde716                          2.84               
            Vardas717                       Pavarde717                          6.83               
            Vardas718                       Pavarde718                          6.86               
            Vardas719                       Pavarde719                          7.23               
            Vardas720                       Pavarde720                          7.68               
            Vardas721                       Pavarde721                          4.24               
            Vardas722                       Pavarde722                          6.10               
            Vardas723                       Pavarde723                          6.10               
            Vardas724                       Pavarde724                          2.49               
            Vardas725                       Pavarde725                          6.83               
            Vardas726                       Pavarde726                          5.86               
            Vardas727                       Pavarde727                          4.48               
            Vardas728                       Pavarde728                          1.80               
            Vardas729                       Pavarde729                          6.01               
            Vardas730                       Pavarde730                          6.21               
            Vardas731                       Pavarde731                          3.47               
            Vardas732                       Pavarde732                          4.37               
            Vardas733                       Pavarde733                          3.07               
            Vardas734                       Pavarde734                          4.36               
            Vardas735                       Pavarde735                          7.57               
            Vardas736                       Pavarde736                          5.33               
            Vardas737                       Pavarde737                          5.33               
            Vardas738                       Pavarde738                          2.30               
            Vardas739                       Pavarde739                          4.95               
            Vardas740                       Pavarde740                          7.82               
            Vardas741                       Pavarde741                          5.29               
            Vardas742                       Pavarde742                          5.38               
            Vardas743                       Pavarde743                          3.70               
            Vardas744                       Pavarde744                          5.41               
            Vardas745                       Pavarde745                          2.22               
            Vardas746                       Pavarde746                          8.08               
            Vardas747                       Pavarde747                          4.32               
            Vardas748                       Pavarde748                          6.78               
            Vardas749                       Pavarde749                          3.71               
            Vardas750                       Pavarde750                          7.41               
            Vardas751                       Pavarde751                          7.20               
            Vardas752                       Pavarde752                          2.94               
            Vardas753                       Pavarde753                          2.34               
            Vardas754                       Pavarde754                          2.76               
            Vardas755                       Pavarde755                          7.59               
            Vardas756                       Pavarde756                          7.58               
            Vardas757                       Pavarde757                          4.66               
            Vardas758                       Pavarde758                          2.25               
            Vardas759                       Pavarde759                          4.56               
            Vardas760                       Pavarde760                          1.96               
            Vardas761                       Pavarde761                          3.60               
            Vardas762                       Pavarde762                          3.56               
            Vardas763                       Pavarde763                          2.78               
            Vardas764                       Pavarde764                          8.19               
            Vardas765                       Pavarde765                          7.05               
            Vardas766                       Pavarde766                          7.32               
            Vardas767                       Pavarde767                          6.89               
            Vardas768                       Pavarde768                          2.35               
            Vardas769                       Pavarde769                          7.29               
            Vardas770                       Pavarde770                          7.81               
            Vardas771                       Pavarde771                          2.42               
            Vardas772                       Pavarde772                          3.22               
            Vardas773                       Pavarde773                          8.31               
            Vardas774                       Pavarde774                          5.30               
            Vardas775                       Pavarde775                          7.32               
            Vardas776                       Pavarde776                          6.03               
            Vardas777                       Pavarde777                          4.97               
            Vardas778                       Pavarde778                          3.12               
            Vardas779                       Pavarde779                          8.11               
            Vardas780                       Pavarde780                          7.06               
            Vardas781                       Pavarde781                          8.46               
            Vardas782                       Pavarde782                          3.10               
            Vardas783                       Pavarde783                          5.36               
            Vardas784                       Pavarde784                          3.94               
            Vardas785                       Pavarde785                          7.71               
            Vardas786                       Pavarde786                          3.79               
            Vardas787                       Pavarde787                          8.13               
            Vardas788                       Pavarde788                          5.60               
            Vardas789                       Pavarde789                          3.08               
            Vardas790                       Pavarde790                          6.03               
            Vardas791                       Pavarde791                          3.48               
            Vardas792                       Pavarde792                          4.13               
            Vardas793                       Pavarde793                          2.71               
            Vardas794                       Pavarde794                          2.78               
            Vardas795                       Pavarde795                          7.20               
            Vardas796                       Pavarde796                          8.64               
            Vardas797                       Pavarde797                          4.80               
            Vardas798                       Pavarde798                          1.97               
            Vardas799                       Pavarde799                          5.01               
            Vardas800                       Pavarde800                          6.87               
            Vardas801                       Pavarde801                          7.16               
            Vardas802                       Pavarde802                          7.37               
            Vardas803                       Pavarde803                          3.96               
            Vardas804                       Pavarde804                          4.85               
            Vardas805                       Pavarde805                          8.22               
            Vardas806                       Pavarde806                          7.44               
            Vardas807                       Pavarde807                          5.09               
            Vardas808                       Pavarde808                          6.62               
            Vardas809                       Pavarde809                          6.96               
            Vardas810                       Pavarde810                          4.40               
            Vardas811                       Pavarde811                          6.40               
            Vardas812                       Pavarde812                          8.22               
            Vardas813                       Pavarde813                          7.89               
            Vardas814                       Pavarde814                          5.88               
            Vardas815                       Pavarde815                          3.29               
            Vardas816                       Pavarde816                          6.80               
            Vardas817                       Pavarde817                          6.20               
            Vardas818                       Pavarde818                          2.70               
            Vardas819                       Pavarde819                          6.25               
            Vardas820                       Pavarde820                          3.59               
            Vardas821                       Pavarde821                          5.12               
            Vardas822                       Pavarde822                          5.55               
            Vardas823                       Pavarde823                          4.52               
            Vardas824                       Pavarde824                          4.87               
            Vardas825                       Pavarde825                          4.81               
            Vardas826                       Pavarde826                          4.31               
            Vardas827                       Pavarde827                          7.80               
            Vardas828                       Pavarde828                          3.84               
            Vardas829                       Pavarde829                          7.53               
            Vardas830                       Pavarde830                          8.04               
            Vardas831                       Pavarde831                          3.32               
            Vardas832                       Pavarde832                          7.54               
            Vardas833                       Pavarde833                          5.79               
            Vardas834                       Pavarde834                          1.62               
            Vardas835                       Pavarde835                          2.87               
            Vardas836                       Pavarde836                          6.30               
            Vardas837                       Pavarde837                          1.11               
            Vardas838                       Pavarde838                          2.49               
            Vardas839                       Pavarde839                          6.15               
            Vardas840                       Pavarde840                          5.44               
            Vardas841                       Pavarde841                          3.60               
            Vardas842                       Pavarde842                          5.01               
            Vardas843                       Pavarde843                          7.62               
            Vardas844                       Pavarde844                          5.08               
            Vardas845                       Pavarde845                          8.37               
            Vardas846                       Pavarde846                          3.28               
            Vardas847                       Pavarde847                          5.76               
            Vardas848                       Pavarde848                          2.02               
            Vardas849                       Pavarde849                          5.72               
            Vardas850                       Pavarde850                          4.56               
            Vardas851                       Pavarde851                          7.10               
            Vardas852                       Pavarde852                          8.75               
            Vardas853                       Pavarde853                          1.91               
            Vardas854                       Pavarde854                          2.92               
            Vardas855                       Pavarde855                          4.59               
            Vardas856                       Pavarde856                          2.10               
            Vardas857                       Pavarde857                          1.54               
            Vardas858                       Pavarde858                          7.14               
            Vardas859                       Pavarde859                          3.35               
            Vardas860                       Pavarde860                          7.13               
            Vardas861                       Pavarde861                          1.73               
            Vardas862                       Pavarde862                          5.07               
            Vardas863                       Pavarde863                          6.01               
            Vardas864                       Pavarde864                          8.91               
            Vardas865                       Pavarde865                          5.61               
            Vardas866                       Pavarde866                          6.67               
            Vardas867                       Pavarde867                          8.16               
            Vardas868                       Pavarde868                          3.21               
            Vardas869                       Pavarde869                          8.27               
            Vardas870                       Pavarde870                          3.64               
            Vardas871                       Pavarde871                          2.48               
            Vardas872                       Pavarde872                          7.33               
            Vardas873                       Pavarde873                          4.00               
            Vardas874                       Pavarde874                          3.23               
            Vardas875                       Pavarde875                          3.20               
            Vardas876                       Pavarde876                          4.36               
            Vardas877                       Pavarde877                          2.73               
            Vardas878                       Pavarde878                          7.10               
            Vardas879                       Pavarde879                          3.30               
            Vardas880                       Pavarde880                          3.95               
            Vardas881                       Pavarde881                          4.62               
            Vardas882                       Pavarde882                          5.81               
            Vardas883                       Pavarde883                          5.93               
            Vardas884                       Pavarde884                          5.42               
            Vardas885                       Pavarde885                          6.83               
            Vardas886                       Pavarde886                          3.65               
            Vardas887                       Pavarde887                          8.27               
            Vardas888                       Pavarde888                          3.62               
            Vardas889                       Pavarde889                          4.96               
            Vardas890                       Pavarde890                          5.86               
            Vardas891                       Pavarde891                          4.75               
            Vardas892                       Pavarde892                          3.97               
            Vardas893                       Pavarde893                          8.18               
            Vardas894                       Pavarde894                          5.80               
            Vardas895                       Pavarde895                          5.52               
            Vardas896                       Pavarde896                          3.49               
            Vardas897                       Pavarde897                          1.62               
            Vardas898                       Pavarde898                          5.25               
            Vardas899                       Pavarde899                          4.21               
            Vardas900                       Pavarde900                          3.87               
            Vardas901                       Pavarde901                          2.57               
            Vardas902                       Pavarde902                          5.55               
            Vardas903                       Pavarde903                          7.47               
            Vardas904                       Pavarde904                          3.78               
            Vardas905                       Pavarde905                          5.22               
            Vardas906                       Pavarde906                          6.18               
            Vardas907                       Pavarde907                          8.06               
            Vardas908                       Pavarde908                          3.94               
            Vardas909                       Pavarde909                          8.64               
            Vardas910                       Pavarde910                          3.57               
            Vardas911                       Pavarde911                          8.42               
            Vardas912                       Pavarde912                          6.97               
            Vardas913                       Pavarde913                          4.67               
            Vardas914                       Pavarde914                          8.82               
            Vardas915                       Pavarde915                          2.92               
            Vardas916                       Pavarde916                          3.24               
            Vardas917                       Pavarde917                          7.38               
            Vardas918                       Pavarde918                          3.91               
            Vardas919                       Pavarde919                          1.72               
            Vardas920                       Pavarde920                          7.63               
            Vardas921                       Pavarde921                          4.55               
            Vardas922                       Pavarde922                          7.38               
            Vardas923                       Pavarde923                          2.71               
            Vardas924                       Pavarde924                          1.97               
            Vardas925                       Pavarde925                          6.06               
            Vardas926                       Pavarde926                          0.47               
            Vardas927                       Pavarde927                          6.81               
            Vardas928                       Pavarde928                          1.62               
            Vardas929                       Pavarde929                          1.66               
            Vardas930                       Pavarde930                          2.49               
            Vardas931                       Pavarde931                          6.96               
            Vardas932                       Pavarde932                          5.39               
            Vardas933                       Pavarde933                          6.41               
            Vardas934                       Pavarde934                          4.64               
            Vardas935                       Pavarde935                          8.41               
            Vardas936                       Pavarde936                          2.29               
            Vardas937                       Pavarde937                          8.06               
            Vardas938                       Pavarde938                          7.23               
            Vardas939                       Pavarde939                          7.64               
            Vardas940                       Pavarde940                          3.11               
            Vardas941                       Pavarde941                          6.06               
            Vardas942                       Pavarde942                          6.63               
            Vardas943                       Pavarde943                          6.81               
            Vardas944                       Pavarde944                          5.74               
