             Vardas                           Pavarde                     Galutinis (Vid.)         
            Vardas664                       Pavarde664                          3.72               
            Vardas665                       Pavarde665                          6.12               
            Vardas666                       Pavarde666                          7.79               
            Vardas667                       Pavarde667                          5.95               
            Vardas668                       Pavarde668                          7.94               
            Vardas669                       Pavarde669                          2.37               
            Vardas670                       Pavarde670                          1.62               
            Vardas671                       Pavarde671                          3.59               
            Vardas672                       Pavarde672                          6.56               
            Vardas673                       Pavarde673                          2.93               
            Vardas674                       Pavarde674                          3.52               
            Vardas675                       Pavarde675                          2.59               
            Vardas676                       Pavarde676                          6.66               
            Vardas677                       Pavarde677                          6.33               
            Vardas678                       Pavarde678                          6.18               
            Vardas679                       Pavarde679                          6.77               
            Vardas680                       Pavarde680                          8.18               
            Vardas681                       Pavarde681                          8.06               
            Vardas682                       Pavarde682                          3.47               
            Vardas683                       Pavarde683                          5.65               
            Vardas684                       Pavarde684                          5.48               
            Vardas685                       Pavarde685                          6.38               
            Vardas686                       Pavarde686                          7.92               
            Vardas687                       Pavarde687                          5.62               
            Vardas688                       Pavarde688                          1.13               
            Vardas689                       Pavarde689                          6.04               
            Vardas690                       Pavarde690                          2.02               
            Vardas691                       Pavarde691                          2.78               
            Vardas692                       Pavarde692                          8.07               
            Vardas693                       Pavarde693                          7.51               
            Vardas694                       Pavarde694                          1.50               
            Vardas695                       Pavarde695                          4.44               
            Vardas696                       Pavarde696                          5.92               
            Vardas697                       Pavarde697                          1.47               
            Vardas698                       Pavarde698                          6.94               
            Vardas699                       Pavarde699                          4.04               
            Vardas700                       Pavarde700                          8.30               
            Vardas701                       Pavarde701                          4.07               
            Vardas702                       Pavarde702                          4.05               
            Vardas703                       Pavarde703                          7.17               
            Vardas704                       Pavarde704                          2.91               
            Vardas705                       Pavarde705                          2.69               
            Vardas706                       Pavarde706                          8.01               
            Vardas707                       Pavarde707                          7.48               
            Vardas708                       Pavarde708                          2.92               
            Vardas709                       Pavarde709                          8.51               
            Vardas710                       Pavarde710                          3.34               
            Vardas711                       Pavarde711                          1.88               
            Vardas712                       Pavarde712                          5.37               
            Vardas713                       Pavarde713                          1.34               
            Vardas714                       Pavarde714                          4.51               
            Vardas715                       Pavarde715                          1.97               
            Vardas716                       Pavarde716                          2.52               
            Vardas717                       Pavarde717                          4.65               
            Vardas718                       Pavarde718                          1.83               
            Vardas719                       Pavarde719                          3.35               
            Vardas720                       Pavarde720                          3.57               
            Vardas721                       Pavarde721                          8.30               
            Vardas722                       Pavarde722                          8.45               
            Vardas723                       Pavarde723                          7.29               
            Vardas724                       Pavarde724                          3.59               
            Vardas725                       Pavarde725                          3.26               
            Vardas726                       Pavarde726                          8.42               
            Vardas727                       Pavarde727                          5.57               
            Vardas728                       Pavarde728                          6.71               
            Vardas729                       Pavarde729                          3.81               
            Vardas730                       Pavarde730                          3.01               
            Vardas731                       Pavarde731                          5.98               
            Vardas732                       Pavarde732                          6.81               
            Vardas733                       Pavarde733                          3.55               
            Vardas734                       Pavarde734                          5.70               
            Vardas735                       Pavarde735                          2.81               
            Vardas736                       Pavarde736                          3.85               
            Vardas737                       Pavarde737                          5.00               
            Vardas738                       Pavarde738                          2.23               
            Vardas739                       Pavarde739                          4.55               
            Vardas740                       Pavarde740                          3.54               
            Vardas741                       Pavarde741                          2.49               
            Vardas742                       Pavarde742                          5.85               
            Vardas743                       Pavarde743                          2.70               
            Vardas744                       Pavarde744                          6.85               
            Vardas745                       Pavarde745                          7.44               
            Vardas746                       Pavarde746                          3.18               
            Vardas747                       Pavarde747                          3.11               
            Vardas748                       Pavarde748                          3.67               
            Vardas749                       Pavarde749                          4.73               
            Vardas750                       Pavarde750                          2.45               
            Vardas751                       Pavarde751                          8.35               
            Vardas752                       Pavarde752                          4.68               
            Vardas753                       Pavarde753                          4.26               
            Vardas754                       Pavarde754                          4.57               
            Vardas755                       Pavarde755                          5.32               
            Vardas756                       Pavarde756                          3.21               
            Vardas757                       Pavarde757                          7.44               
            Vardas758                       Pavarde758                          4.93               
            Vardas759                       Pavarde759                          5.77               
            Vardas760                       Pavarde760                          4.30               
            Vardas761                       Pavarde761                          4.27               
            Vardas762                       Pavarde762                          7.72               
            Vardas763                       Pavarde763                          6.91               
            Vardas764                       Pavarde764                          3.14               
            Vardas765                       Pavarde765                          6.65               
            Vardas766                       Pavarde766                          8.78               
            Vardas767                       Pavarde767                          3.35               
            Vardas768                       Pavarde768                          9.06               
            Vardas769                       Pavarde769                          4.67               
            Vardas770                       Pavarde770                          6.64               
            Vardas771                       Pavarde771                          5.31               
            Vardas772                       Pavarde772                          4.75               
            Vardas773                       Pavarde773                          5.75               
            Vardas774                       Pavarde774                          2.57               
            Vardas775                       Pavarde775                          3.08               
            Vardas776                       Pavarde776                          5.11               
            Vardas777                       Pavarde777                          5.96               
            Vardas778                       Pavarde778                          6.46               
            Vardas779                       Pavarde779                          7.33               
            Vardas780                       Pavarde780                          4.24               
            Vardas781                       Pavarde781                          3.16               
            Vardas782                       Pavarde782                          1.79               
            Vardas783                       Pavarde783                          6.14               
            Vardas784                       Pavarde784                          5.80               
            Vardas785                       Pavarde785                          3.46               
            Vardas786                       Pavarde786                          6.49               
            Vardas787                       Pavarde787                          2.28               
            Vardas788                       Pavarde788                          8.22               
            Vardas789                       Pavarde789                          3.89               
            Vardas790                       Pavarde790                          3.08               
            Vardas791                       Pavarde791                          7.01               
            Vardas792                       Pavarde792                          4.67               
            Vardas793                       Pavarde793                          8.10               
            Vardas794                       Pavarde794                          3.34               
            Vardas795                       Pavarde795                          8.29               
            Vardas796                       Pavarde796                          5.39               
            Vardas797                       Pavarde797                          6.79               
            Vardas798                       Pavarde798                          1.37               
            Vardas799                       Pavarde799                          2.04               
            Vardas800                       Pavarde800                          2.59               
            Vardas801                       Pavarde801                          8.39               
            Vardas802                       Pavarde802                          6.86               
            Vardas803                       Pavarde803                          6.24               
            Vardas804                       Pavarde804                          1.79               
            Vardas805                       Pavarde805                          7.46               
            Vardas806                       Pavarde806                          2.22               
            Vardas807                       Pavarde807                          5.56               
            Vardas808                       Pavarde808                          3.42               
            Vardas809                       Pavarde809                          5.12               
            Vardas810                       Pavarde810                          7.93               
            Vardas811                       Pavarde811                          7.86               
            Vardas812                       Pavarde812                          8.61               
            Vardas813                       Pavarde813                          3.13               
            Vardas814                       Pavarde814                          5.57               
            Vardas815                       Pavarde815                          7.40               
            Vardas816                       Pavarde816                          3.65               
            Vardas817                       Pavarde817                          2.53               
            Vardas818                       Pavarde818                          7.65               
            Vardas819                       Pavarde819                          8.89               
            Vardas820                       Pavarde820                          3.67               
            Vardas821                       Pavarde821                          3.63               
            Vardas822                       Pavarde822                          3.34               
            Vardas823                       Pavarde823                          1.23               
            Vardas824                       Pavarde824                          3.62               
            Vardas825                       Pavarde825                          4.77               
            Vardas826                       Pavarde826                          4.83               
            Vardas827                       Pavarde827                          6.64               
            Vardas828                       Pavarde828                          5.47               
            Vardas829                       Pavarde829                          6.08               
            Vardas830                       Pavarde830                          4.60               
            Vardas831                       Pavarde831                          7.44               
            Vardas832                       Pavarde832                          6.48               
            Vardas833                       Pavarde833                          2.42               
            Vardas834                       Pavarde834                          5.73               
            Vardas835                       Pavarde835                          3.37               
            Vardas836                       Pavarde836                          6.88               
            Vardas837                       Pavarde837                          7.51               
            Vardas838                       Pavarde838                          2.41               
            Vardas839                       Pavarde839                          5.95               
            Vardas840                       Pavarde840                          6.56               
            Vardas841                       Pavarde841                          4.35               
            Vardas842                       Pavarde842                          1.40               
            Vardas843                       Pavarde843                          2.21               
            Vardas844                       Pavarde844                          6.83               
            Vardas845                       Pavarde845                          5.10               
            Vardas846                       Pavarde846                          2.86               
            Vardas847                       Pavarde847                          2.71               
            Vardas848                       Pavarde848                          2.03               
            Vardas849                       Pavarde849                          5.82               
            Vardas850                       Pavarde850                          2.79               
            Vardas851                       Pavarde851                          3.60               
            Vardas852                       Pavarde852                          6.15               
            Vardas853                       Pavarde853                          6.65               
            Vardas854                       Pavarde854                          2.70               
            Vardas855                       Pavarde855                          2.51               
            Vardas856                       Pavarde856                          6.83               
            Vardas857                       Pavarde857                          3.81               
            Vardas858                       Pavarde858                          3.32               
            Vardas859                       Pavarde859                          5.16               
            Vardas860                       Pavarde860                          4.81               
            Vardas861                       Pavarde861                          3.04               
            Vardas862                       Pavarde862                          2.59               
            Vardas863                       Pavarde863                          6.51               
            Vardas864                       Pavarde864                          3.70               
            Vardas865                       Pavarde865                          4.38               
            Vardas866                       Pavarde866                          5.50               
            Vardas867                       Pavarde867                          4.13               
            Vardas868                       Pavarde868                          5.36               
            Vardas869                       Pavarde869                          3.63               
            Vardas870                       Pavarde870                          4.28               
            Vardas871                       Pavarde871                          4.79               
            Vardas872                       Pavarde872                          7.56               
            Vardas873                       Pavarde873                          7.63               
            Vardas874                       Pavarde874                          5.52               
            Vardas875                       Pavarde875                          8.32               
            Vardas876                       Pavarde876                          2.67               
            Vardas877                       Pavarde877                          7.40               
            Vardas878                       Pavarde878                          5.05               
            Vardas879                       Pavarde879                          4.59               
            Vardas880                       Pavarde880                          6.14               
            Vardas881                       Pavarde881                          6.88               
            Vardas882                       Pavarde882                          6.55               
            Vardas883                       Pavarde883                          5.78               
            Vardas884                       Pavarde884                          5.56               
            Vardas885                       Pavarde885                          3.58               
            Vardas886                       Pavarde886                          8.56               
            Vardas887                       Pavarde887                          3.93               
            Vardas888                       Pavarde888                          4.00               
            Vardas889                       Pavarde889                          1.84               
            Vardas890                       Pavarde890                          5.51               
            Vardas891                       Pavarde891                          2.61               
            Vardas892                       Pavarde892                          6.71               
            Vardas893                       Pavarde893                          3.51               
            Vardas894                       Pavarde894                          3.82               
            Vardas895                       Pavarde895                          4.26               
            Vardas896                       Pavarde896                          6.68               
            Vardas897                       Pavarde897                          3.29               
            Vardas898                       Pavarde898                          4.06               
            Vardas899                       Pavarde899                          3.78               
            Vardas900                       Pavarde900                          3.22               
            Vardas901                       Pavarde901                          6.89               
            Vardas902                       Pavarde902                          3.29               
            Vardas903                       Pavarde903                          5.19               
            Vardas904                       Pavarde904                          8.08               
            Vardas905                       Pavarde905                          6.58               
            Vardas906                       Pavarde906                          5.62               
            Vardas907                       Pavarde907                          6.84               
            Vardas908                       Pavarde908                          5.86               
            Vardas909                       Pavarde909                          3.08               
            Vardas910                       Pavarde910                          4.57               
            Vardas911                       Pavarde911                          7.49               
            Vardas912                       Pavarde912                          6.71               
            Vardas913                       Pavarde913                          5.29               
            Vardas914                       Pavarde914                          6.94               
            Vardas915                       Pavarde915                          6.75               
            Vardas916                       Pavarde916                          3.33               
            Vardas917                       Pavarde917                          5.47               
            Vardas918                       Pavarde918                          6.00               
            Vardas919                       Pavarde919                          2.97               
            Vardas920                       Pavarde920                          6.27               
            Vardas921                       Pavarde921                          3.63               
            Vardas922                       Pavarde922                          2.67               
            Vardas923                       Pavarde923                          2.49               
            Vardas924                       Pavarde924                          7.44               
            Vardas925                       Pavarde925                          2.92               
            Vardas926                       Pavarde926                          4.14               
            Vardas927                       Pavarde927                          6.27               
            Vardas928                       Pavarde928                          6.92               
            Vardas929                       Pavarde929                          3.57               
            Vardas930                       Pavarde930                          5.38               
            Vardas931                       Pavarde931                          5.85               
            Vardas932                       Pavarde932                          2.80               
            Vardas933                       Pavarde933                          4.53               
            Vardas934                       Pavarde934                          4.22               
            Vardas935                       Pavarde935                          8.38               
            Vardas936                       Pavarde936                          8.14               
            Vardas937                       Pavarde937                          7.00               
            Vardas938                       Pavarde938                          3.10               
            Vardas939                       Pavarde939                          3.31               
            Vardas940                       Pavarde940                          5.43               
            Vardas941                       Pavarde941                          1.94               
            Vardas942                       Pavarde942                          5.41               
            Vardas943                       Pavarde943                          6.75               
            Vardas944                       Pavarde944                          7.23               
            Vardas945                       Pavarde945                          3.36               
            Vardas946                       Pavarde946                          6.27               
            Vardas947                       Pavarde947                          6.65               
            Vardas948                       Pavarde948                          5.69               
            Vardas949                       Pavarde949                          2.31               
            Vardas950                       Pavarde950                          6.38               
            Vardas951                       Pavarde951                          2.66               
            Vardas952                       Pavarde952                          4.63               
            Vardas953                       Pavarde953                          4.42               
            Vardas954                       Pavarde954                          2.43               
            Vardas955                       Pavarde955                          7.95               
            Vardas956                       Pavarde956                          6.66               
            Vardas957                       Pavarde957                          4.09               
            Vardas958                       Pavarde958                          7.26               
            Vardas959                       Pavarde959                          4.21               
            Vardas960                       Pavarde960                          3.26               
            Vardas961                       Pavarde961                          8.63               
            Vardas962                       Pavarde962                          2.86               
            Vardas963                       Pavarde963                          7.07               
            Vardas964                       Pavarde964                          3.47               
            Vardas965                       Pavarde965                          6.01               
            Vardas966                       Pavarde966                          2.96               
            Vardas967                       Pavarde967                          7.05               
            Vardas968                       Pavarde968                          8.20               
            Vardas969                       Pavarde969                          4.41               
            Vardas970                       Pavarde970                          3.41               
            Vardas971                       Pavarde971                          7.85               
            Vardas972                       Pavarde972                          7.38               
            Vardas973                       Pavarde973                          2.34               
            Vardas974                       Pavarde974                          7.47               
            Vardas975                       Pavarde975                          4.08               
            Vardas976                       Pavarde976                          5.77               
            Vardas977                       Pavarde977                          5.58               
            Vardas978                       Pavarde978                          3.09               
            Vardas979                       Pavarde979                          3.01               
            Vardas980                       Pavarde980                          6.26               
            Vardas981                       Pavarde981                          2.34               
            Vardas982                       Pavarde982                          3.76               
            Vardas983                       Pavarde983                          5.91               
            Vardas984                       Pavarde984                          4.13               
            Vardas985                       Pavarde985                          3.83               
            Vardas986                       Pavarde986                          3.17               
            Vardas987                       Pavarde987                          6.24               
            Vardas988                       Pavarde988                          4.04               
            Vardas989                       Pavarde989                          2.51               
            Vardas990                       Pavarde990                          5.78               
            Vardas991                       Pavarde991                          4.49               
            Vardas992                       Pavarde992                          7.29               
            Vardas993                       Pavarde993                          4.70               
            Vardas994                       Pavarde994                          8.07               
            Vardas995                       Pavarde995                          3.07               
            Vardas996                       Pavarde996                          4.98               
            Vardas997                       Pavarde997                          7.44               
            Vardas998                       Pavarde998                          6.11               
            Vardas999                       Pavarde999                          4.20               
